D5  PF3  0 21.847945411182774 4.630821635246657 1.0
D5  PF4  0 12.469209141330092 2.1043034246731946 1.0
D5  PF5  0 36.800983794869495 12.45046329319369 1.0
D5  PF6  0 96.68605690752966 9.317022037912984 1.0
D5  PF7  0 16.503936368207206 9.917800167576688 1.0
D5  PF8  0 66.20664576473895 17.451295890026074 1.0
D5  PF9  0 97.2802329912237 3.01177262819037 1.0
D5  PF10  0 67.28417727836865 7.850124866811924 1.0
D5  PF11  1200 65.03686897402483 9.563476737790833 1.0
D6  PF1  0 27.743831476006687 17.857885140591605 1.0
D6  PF2  0 73.40642946421157 1.937709418274227 1.0
D6  PF3  0 46.70224607613904 8.328136996015754 1.0
D6  PF4  0 44.19440896215028 13.034029696114745 1.0
D6  PF5  0 15.20557669691237 9.378687731325309 1.0
D6  PF6  0 67.98339674646428 9.65031283387528 1.0
D6  PF7  0 76.88768820782506 17.81187217960458 1.0
D6  PF8  0 95.24567518750979 16.00175468996236 1.0
D6  PF9  0 50.250062591225856 17.368028753937963 1.0
D6  PF10  0 20.815811789488187 5.938306652464515 1.0
D6  PF11  1600 96.66495537159591 3.730132570082566 1.0
D7  PF1  0 27.07479797392777 18.153503160759676 1.0
D7  PF2  0 80.70340944882237 14.947558312810015 1.0
D7  PF3  0 83.6972959991717 3.427650128043125 1.0
D7  PF4  0 41.8896335830059 1.6969399204098643 1.0
D7  PF5  0 44.313555745784775 19.698346329294825 1.0
D7  PF6  0 79.48334430872639 3.548094798871762 1.0
D7  PF7  0 92.9375768441126 8.501306209398681 1.0
D7  PF8  0 44.39162747662371 19.152984877996996 1.0
D7  PF9  0 55.51305976899549 6.074449805686116 1.0
D7  PF10  0 84.8118840020532 8.025680380663161 1.0
D7  PF11  1200 74.42871802510906 13.168231212398222 1.0
D8  PF1  700 54.70739254934336 10.331294229100564 1.0
D8  PF2  200 36.35451717615815 6.355173687876373 1.0
D8  PF3  200 46.71711743387981 14.851859895894691 1.0
D8  PF4  100 26.250397418694615 8.381580142315954 1.0
D8  PF5  200 13.60123881470604 8.04711708454754 1.0
D8  PF6  100 52.89904210102387 6.854387531576214 1.0
D8  PF7  400 64.82404351814856 14.878176490140806 1.0
D8  PF8  100 13.814257605150358 9.306133187075737 1.0
D8  PF9  800 77.37569312774002 3.8120312808374437 1.0
D8  PF10  100 79.87653168609242 14.431005429414379 1.0
D8  PF11  400 72.4344533662155 8.174885276715292 1.0
D9  PF1  0 82.54731758160602 7.03494012550472 1.0
D9  PF2  0 41.97092889749774 3.7722656082303816 1.0
D9  PF3  0 19.01361970382704 12.992740491490045 1.0
D9  PF4  0 91.89589495052154 18.44388799051012 1.0
D9  PF5  0 33.11444364857333 8.255181942792888 1.0
D9  PF6  0 80.85325178790193 3.9712442360674203 1.0
D9  PF7  0 52.40066554669654 12.699075471423308 1.0
D9  PF8  0 26.25969409184888 12.50588311491765 1.0
D9  PF9  0 94.17988684598619 1.3632543246726134 1.0
D9  PF10  0 51.692648782975475 8.436346965076822 1.0
D9  PF11  1600 25.897836924090548 11.363456191272384 1.0
D10  PF1  500 22.228033781819175 19.361739267692844 1.0
D10  PF2  700 17.707884927091257 10.5290672263159 1.0
D10  PF3  100 26.829410674738824 4.589889978180222 1.0
D10  PF4  700 67.58022792806202 10.55469913009456 1.0
D10  PF5  200 99.3900992167084 2.328083210532634 1.0
D10  PF6  200 61.802310765277745 19.209564338097156 1.0
D10  PF7  100 22.52979779892365 19.484324683261203 1.0
D10  PF8  900 56.22205068937526 19.897622094495897 1.0
D10  PF9  100 80.74728921313066 6.7471082863746625 1.0
D10  PF10  100 36.085410779743086 19.611461174172245 1.0
D10  PF11  900 52.030787239980974 19.36165648818966 1.0
D11  PF1  100 54.81990531772553 2.0728904684350486 1.0
D11  PF2  700 49.52748126509795 3.7706017272441263 1.0
D11  PF3  800 54.61558308857545 7.6032024916789505 1.0
D11  PF4  900 97.37386596611461 4.0370782703438035 1.0
D11  PF5  100 44.15507247029283 15.016083430673078 1.0
D11  PF6  500 27.288369688471594 9.718190691087626 1.0
D11  PF7  100 71.344218858582 8.576135784655127 1.0
D11  PF8  500 45.02790275140011 1.6068297239513072 1.0
D11  PF9  800 81.39490968545283 9.815979998308375 1.0
D11  PF10  100 88.30985070126698 15.509806886033045 1.0
D11  PF11  500 43.11162629787808 10.754908921653353 1.0
D12  PF1  0 80.30107139234694 10.980268287585364 1.0
D12  PF2  0 28.733294484703254 15.812060508004572 1.0
D12  PF3  0 55.27549266129048 1.672368791148182 1.0
D12  PF4  0 45.18199906975916 5.457079328120256 1.0
D12  PF5  0 55.54183661829213 15.736162552015143 1.0
D12  PF6  0 67.07011625446256 19.39123160389033 1.0
D12  PF7  0 81.2430492163163 10.42068671145635 1.0
D12  PF8  0 24.31744186834806 10.801949011204705 1.0
D12  PF9  0 37.12900738949132 2.8032046093848133 1.0
D12  PF10  0 59.72985378811471 1.9837649644197977 1.0
D12  PF11  1400 92.90404017723678 18.312578917643318 1.0
D13  PF1  0 44.39108735418264 12.36861311118516 1.0
D13  PF2  0 96.25085288904116 14.464739220305677 1.0
D13  PF3  0 61.21919892571732 13.758459252782844 1.0
D13  PF4  0 30.132399443633915 17.97821684870655 1.0
D13  PF5  0 79.53923940617514 1.303230614739019 1.0
D13  PF6  0 18.473276514767576 15.187713621009268 1.0
D13  PF7  0 36.023752442910805 7.517017505008359 1.0
D13  PF8  0 26.822183946801573 14.423677435586937 1.0
D13  PF9  0 29.852606392407456 5.375510576685572 1.0
D13  PF10  0 57.097051223841 19.77584443153562 1.0
D13  PF11  1800 92.44377676632688 12.287644910396697 1.0
D14  PF1  0 38.01433891635304 2.4087264695972728 1.0
D14  PF2  0 94.60658355607474 8.484420786693057 1.0
D14  PF3  0 75.30413165282036 17.34700520398249 1.0
D14  PF4  0 16.46901020936213 10.117865427109932 1.0
D14  PF5  0 38.31253757532436 10.398808525589086 1.0
D14  PF6  0 18.03060128038368 15.11311194445927 1.0
D14  PF7  0 92.09300345054308 4.634829939301502 1.0
D14  PF8  0 40.69255278660042 19.566555675748575 1.0
D14  PF9  0 26.588066430026757 11.591266514305893 1.0
D14  PF10  0 42.61653453853986 3.2330631473680596 1.0
D14  PF11  2000 27.003122797488885 5.114539509131769 1.0
D15  PF1  900 13.263800137555346 15.395199649940537 1.0
D15  PF2  700 61.973791693917555 15.515771470061624 1.0
D15  PF3  300 14.966178222689656 3.1574437359855456 1.0
D15  PF4  200 38.628395820198534 7.452981781203912 1.0
D15  PF5  700 71.88045439347951 16.958360138672433 1.0
D15  PF6  900 16.14717264732465 7.708976588286312 1.0
D15  PF7  100 19.177780975742195 7.843695602666044 1.0
D15  PF8  600 61.919733440016884 3.7828952160256755 1.0
D15  PF9  800 77.8195898590164 12.793371248755195 1.0
D15  PF10  500 76.90235344898045 12.96338744396023 1.0
D15  PF11  300 62.77164892545946 9.14533440609628 1.0
D16  PF1  800 29.276664892353907 4.301387299626219 1.0
D16  PF2  600 15.007776861456072 15.909246506543768 1.0
D16  PF3  600 68.01129651899134 6.650451929962295 1.0
D16  PF4  100 30.154797192590348 17.51296728524042 1.0
D16  PF5  600 10.428018633643074 18.69263559821579 1.0
D16  PF6  100 49.13028455471442 12.274809475401431 1.0
D16  PF7  400 60.37399437361655 6.6178680750393335 1.0
D16  PF8  800 38.62467800679542 17.644532027321986 1.0
D16  PF9  400 46.10164716666804 13.874803365782038 1.0
D16  PF10  100 21.77931909213967 2.0060393861740824 1.0
D16  PF11  800 69.45774583025931 13.161111015445432 1.0
D17  PF1  100 71.91196598434712 2.584754717060971 1.0
D17  PF2  200 80.48324741678135 9.571176641113423 1.0
D17  PF3  900 44.64136087061016 9.752638717165016 1.0
D17  PF4  800 54.02547981886369 15.569180111178682 1.0
D17  PF5  900 16.262407943680174 19.773822045018377 1.0
D17  PF6  100 37.464210274341966 17.205520993956412 1.0
D17  PF7  800 78.72352373241418 16.783816919607922 1.0
D17  PF8  800 81.1531583156732 17.744562101545345 1.0
D17  PF9  600 54.05772854161295 10.545280024613723 1.0
D17  PF10  900 85.67854959479058 2.6216532487923585 1.0
D17  PF11  800 73.61901592063012 14.273295243274182 1.0
D18  PF1  800 72.53622420118617 16.39741497156548 1.0
D18  PF2  200 19.975611176255025 3.5731434045410473 1.0
D18  PF3  700 57.328896574765565 15.12723625521287 1.0
D18  PF4  700 81.81162701560227 16.283528556944578 1.0
D18  PF5  600 77.08512824047293 17.313970405804586 1.0
D18  PF6  200 14.688723981749588 6.7682292248814075 1.0
D18  PF7  100 45.80154676376649 17.361787503426626 1.0
D18  PF8  300 33.01930589608081 3.949145437794666 1.0
D18  PF9  400 34.80991171652566 4.199154688070221 1.0
D18  PF10  600 71.10282913632926 6.1237061648110105 1.0
D18  PF11  500 67.07057111075378 14.488913617585329 1.0
D19  PF1  900 23.576787480233993 19.359610634963772 1.0
D19  PF2  800 66.99385209271612 2.593427056046368 1.0
D19  PF3  600 88.13393055668415 5.009866335273443 1.0
D19  PF4  500 89.89099708065466 17.212755013654277 1.0
D19  PF5  600 85.85728232813005 19.641101272084626 1.0
D19  PF6  400 77.656161646077 1.3638390498913213 1.0
D19  PF7  600 77.02451027006123 18.41810974890486 1.0
D19  PF8  400 29.781049782491444 19.11865643510206 1.0
D19  PF9  500 22.73323379955434 13.737605707118695 1.0
D19  PF10  200 61.303767905154096 7.2693132976277965 1.0
D19  PF11  100 45.19880451378059 12.654153499899769 1.0
D20  PF1  200 21.79344170974425 16.83805218308791 1.0
D20  PF2  400 72.07613539108704 16.391239245494845 1.0
D20  PF3  100 81.97214437647338 14.10013480083466 1.0
D20  PF4  800 12.657153760333426 8.980457301716578 1.0
D20  PF5  300 27.07574931442619 6.5375718451489435 1.0
D20  PF6  200 16.295406240784665 18.8217785468448 1.0
D20  PF7  500 58.55520027680201 9.891670150792766 1.0
D20  PF8  700 25.909419291987028 18.70786665667219 1.0
D20  PF9  700 78.21983148787022 4.232363832727768 1.0
D20  PF10  300 21.916336199853813 4.605416282506738 1.0
D20  PF11  500 31.42424201169645 12.712298961810353 1.0
D21  PF1  900 34.44744553777679 9.236476630207296 1.0
D21  PF2  400 38.400322805288155 4.423638850955883 1.0
D21  PF3  900 14.197091754137496 1.2527330710153044 1.0
D21  PF4  800 55.33599097763555 11.52556502446272 1.0
D21  PF5  300 34.7566077354684 5.545713540162751 1.0
D21  PF6  700 89.30218208808627 19.56043089415533 1.0
D21  PF7  300 61.78477541933967 5.985888248749479 1.0
D21  PF8  800 33.629671769336184 11.626549302161601 1.0
D21  PF9  300 76.86640133259354 13.633634702628127 1.0
D21  PF10  700 12.837305001117103 19.825576191741728 1.0
D21  PF11  300 16.410566102630128 4.215030466665445 1.0
D22  PF1  300 78.71315134623586 4.152457834563767 1.0
D22  PF2  300 88.44010732472415 3.4054497733881504 1.0
D22  PF3  200 11.65020537873285 10.745915059164751 1.0
D22  PF4  900 72.62390355025587 14.21392570657696 1.0
D22  PF5  700 93.83814592194877 2.1674306349431114 1.0
D22  PF6  400 11.403512743865305 17.511255615988283 1.0
D22  PF7  900 53.412748515834345 11.126707735541101 1.0
D22  PF8  200 42.56574035048783 15.494805689764888 1.0
D22  PF9  900 61.16449490614302 19.821569458110844 1.0
D22  PF10  600 26.112693673041566 16.6329967291071 1.0
D22  PF11  700 33.90795586993082 16.81027029510431 1.0
D23  PF1  0 90.78087155018672 17.382432289523887 1.0
D23  PF2  0 91.11349184055524 4.084181749224149 1.0
D23  PF3  0 98.06087486867412 2.7206377849374883 1.0
D23  PF4  0 83.90286575150861 16.758831057154467 1.0
D23  PF5  0 94.06929561688257 11.287384034770655 1.0
D23  PF6  0 98.0102810463217 13.551248276217938 1.0
D23  PF7  0 62.12432642816569 11.677559461898147 1.0
D23  PF8  0 74.81046542541071 13.961604804848259 1.0
D23  PF9  0 11.376674472145586 6.1785603163217155 1.0
D23  PF10  0 47.015309924342525 7.827102696294194 1.0
D23  PF11  2000 19.347342429694294 3.9951712014289464 1.0
D24  PF1  600 78.14066981279373 3.6660843881462997 1.0
D24  PF2  300 48.72382352936599 4.754900889303235 1.0
D24  PF3  700 97.34485501358934 16.980337071010887 1.0
D24  PF4  900 11.2662820982004 4.836742729163617 1.0
D24  PF5  400 23.740389038454218 13.433553249943413 1.0
D24  PF6  400 34.175288732884745 5.816330156281956 1.0
D24  PF7  100 56.780602361341465 16.573921014160838 1.0
D24  PF8  500 96.77265807486575 9.070454765162788 1.0
D24  PF9  100 41.822619779955836 5.5188139207458855 1.0
D24  PF10  800 27.846968353682907 4.333915330917854 1.0
D24  PF11  500 82.4682895814251 11.769541975175134 1.0
D25  PF1  0 66.51530598824868 2.751668498524352 1.0
D25  PF2  0 93.78464289648457 12.074139984630284 1.0
D25  PF3  0 51.95281373979464 17.719245701751092 1.0
D25  PF4  0 63.00541965873953 17.006161703415017 1.0
D25  PF5  0 99.84159978780657 15.55441311856593 1.0
D25  PF6  0 16.815250223922646 18.67744033316239 1.0
D25  PF7  0 65.89057079996552 14.793030306463693 1.0
D25  PF8  0 66.81802437184581 16.752796396086897 1.0
D25  PF9  0 69.27774569686585 4.65209295975086 1.0
D25  PF10  0 27.291046804246857 4.6846488724521524 1.0
D25  PF11  2000 51.36661385307942 3.952912459444591 1.0
D26  PF1  0 11.826500802947034 11.83551076206934 1.0
D26  PF2  0 57.548119245770096 16.547413552552456 1.0
D26  PF3  0 17.961819832071967 16.90632708441287 1.0
D26  PF4  0 72.5598054586812 5.0405077860265 1.0
D26  PF5  0 41.400506853662584 8.838632088776375 1.0
D26  PF6  0 62.13368897110259 9.351524456841164 1.0
D26  PF7  0 33.92496157784618 1.108489209935778 1.0
D26  PF8  0 86.32445397768599 9.407654580073176 1.0
D26  PF9  0 31.60291107273074 19.08018501986227 1.0
D26  PF10  0 12.369480512878209 10.012384398674783 1.0
D26  PF11  1800 82.38895500487831 8.837645665588065 1.0
D27  PF1  0 87.43231454854286 13.68188795136057 1.0
D27  PF2  0 74.72282965270011 19.66154293849787 1.0
D27  PF3  0 54.08111530786902 7.9923403583909005 1.0
D27  PF4  0 41.225933479584626 10.070062853540886 1.0
D27  PF5  0 93.85365024265886 3.7311305431392947 1.0
D27  PF6  0 94.09768823425027 19.09129892900017 1.0
D27  PF7  0 66.76040577415327 12.894930943956853 1.0
D27  PF8  0 71.31328440010412 5.185245168729695 1.0
D27  PF9  0 17.077366139576608 12.327603642026224 1.0
D27  PF10  0 75.22438160833704 8.983354759643742 1.0
D27  PF11  1800 78.2800237506938 19.540903715621905 1.0
D28  PF1  900 47.664332282551776 8.763632266756348 1.0
D28  PF2  400 92.47019955809884 13.01095372558918 1.0
D28  PF3  600 58.15947431922133 1.3292302931915982 1.0
D28  PF4  700 92.14721201709455 3.9934536814842687 1.0
D28  PF5  700 34.34807649447604 9.708517962779355 1.0
D28  PF6  700 24.674975160539297 1.6506008178710627 1.0
D28  PF7  900 26.208475025441388 8.844590352363792 1.0
D28  PF8  700 92.29658113832708 17.03268084055746 1.0
D28  PF9  800 48.19799101159583 12.192186656122445 1.0
D28  PF10  900 43.04792425954767 9.207305680071794 1.0
D28  PF11  700 95.90416383160908 15.889989464926868 1.0
D29  PF1  0 90.4219507307399 4.579264366798489 1.0
D29  PF2  0 56.309889550577914 14.926267705284442 1.0
D29  PF3  0 42.13505961032941 17.193953146728468 1.0
D29  PF4  0 63.27399471925427 6.465838027429943 1.0
D29  PF5  0 80.84726264199243 10.567358105611902 1.0
D29  PF6  0 72.32885004288447 14.256310159888082 1.0
D29  PF7  0 92.18761842875303 13.335556278907776 1.0
D29  PF8  0 61.39654424297051 1.7815846498292536 1.0
D29  PF9  0 37.93655330442154 11.766703560681833 1.0
D29  PF10  0 36.525207166870416 2.5805751599080975 1.0
D29  PF11  1600 24.71657162368841 6.92847977723928 1.0
D30  PF1  900 34.24703934892257 2.899119069393155 1.0
D30  PF2  300 91.0429886146013 2.053960512693102 1.0
D30  PF3  700 64.65959885653268 9.593048125594084 1.0
D30  PF4  700 28.08618113866486 13.398879682007992 1.0
D30  PF5  900 51.83193145865503 18.950390679251456 1.0
D30  PF6  700 21.996966032961943 12.63325852584507 1.0
D30  PF7  300 30.637080868509265 5.850667199062357 1.0
D30  PF8  900 48.14663960101436 17.560364031820185 1.0
D30  PF9  900 71.61255369857636 19.42925272242232 1.0
D30  PF10  600 20.133269821870893 1.7059666524986636 1.0
D30  PF11  800 57.95030739567082 1.1647748740473152 1.0
D31  PF1  300 18.9057580803346 1.0708712249387755 1.0
D31  PF2  900 91.21781366590811 10.05751558867609 1.0
D31  PF3  800 39.857296185981824 3.0896800619072824 1.0
D31  PF4  300 74.91176364570798 5.316782762979117 1.0
D31  PF5  600 68.23971603786953 5.5887682067037465 1.0
D31  PF6  900 17.445977386936388 13.725226626242842 1.0
D31  PF7  700 55.750342279881856 11.286428264545624 1.0
D31  PF8  900 98.67507519514724 12.598061250953245 1.0
D31  PF9  200 23.64288486619529 13.128165227133858 1.0
D31  PF10  400 16.555492835042163 4.005166700652561 1.0
D31  PF11  100 90.21394902475278 11.500099411156215 1.0
D32  PF1  100 33.04536394394448 19.67404087141606 1.0
D32  PF2  800 63.016706914301224 14.113452689589893 1.0
D32  PF3  200 40.844885865570696 9.741561943536553 1.0
D32  PF4  200 58.65331449785283 12.103085621149729 1.0
D32  PF5  800 15.078675481089146 10.272540267474623 1.0
D32  PF6  400 35.497627986408624 6.633052587764779 1.0
D32  PF7  800 16.521721191465403 1.2130201759792063 1.0
D32  PF8  800 17.199766495430588 13.052145235089183 1.0
D32  PF9  800 95.47047182624907 11.196305874922487 1.0
D32  PF10  800 17.324117512692677 12.392392599979349 1.0
D32  PF11  400 17.860622364695843 4.369680256854516 1.0
D33  PF1  0 47.97230164514593 14.75348524716175 1.0
D33  PF2  0 17.733180830276382 1.1597762090353685 1.0
D33  PF3  0 77.74272073607015 4.866096187415296 1.0
D33  PF4  0 22.650350092927507 15.644585256346756 1.0
D33  PF5  0 96.87817564529605 19.877061511100642 1.0
D33  PF6  0 41.16280826954515 4.950058156204811 1.0
D33  PF7  0 19.95319722978565 6.149393934043462 1.0
D33  PF8  0 13.929948949717346 11.839271385676538 1.0
D33  PF9  0 78.95257346459356 18.620097427362218 1.0
D33  PF10  0 62.594618669090565 2.412130417440282 1.0
D33  PF11  1800 42.092707524317724 1.0087503242451825 1.0
D34  PF1  0 23.01395912547366 7.583575089569771 1.0
D34  PF2  0 26.237321281018076 4.919824084339989 1.0
D34  PF3  0 51.947868090743725 3.7582578242210514 1.0
D34  PF4  0 23.259073995143034 19.631712328373105 1.0
D34  PF5  0 68.80668047868761 17.869661840495315 1.0
D34  PF6  0 53.19868508674259 14.115433784636707 1.0
D34  PF7  0 46.55960833227721 15.701629691873787 1.0
D34  PF8  0 89.57308985982039 18.57597597410361 1.0
D34  PF9  0 38.40550833345153 11.160270547546995 1.0
D34  PF10  0 94.68420969102871 1.5592581397160525 1.0
D34  PF11  1200 19.307549797068624 2.914213575252938 1.0
D35  PF1  0 75.27990109482822 6.417669912653663 1.0
D35  PF2  0 93.99332828277159 14.57117938397222 1.0
D35  PF3  0 91.4186309781515 8.677162380833039 1.0
D35  PF4  0 25.521993092565943 6.30883164633653 1.0
D35  PF5  0 83.88945255497605 5.598859802009867 1.0
D35  PF6  0 31.01996932712206 19.627888644955274 1.0
D35  PF7  0 38.03885002096551 17.978156027804175 1.0
D35  PF8  0 43.68680722933029 9.645450209148233 1.0
D35  PF9  0 34.3559868960019 11.974271100632283 1.0
D35  PF10  0 62.67273613536152 2.0965221928266096 1.0
D35  PF11  2000 28.66796837955975 19.5132277014741 1.0
D36  PF1  200 94.92949264213453 19.96169438469342 1.0
D36  PF2  400 37.29661842857967 18.557229280705695 1.0
D36  PF3  200 15.635974159905128 8.388950179357746 1.0
D36  PF4  900 75.02839061997186 13.283393462801403 1.0
D36  PF5  400 56.300284106116905 10.327575083855304 1.0
D36  PF6  600 26.248950387780802 17.964821283086255 1.0
D36  PF7  700 42.139728626408306 14.04212610865121 1.0
D36  PF8  100 12.093977289155164 14.09696646442021 1.0
D36  PF9  600 22.840335792781318 19.424441150305064 1.0
D36  PF10  300 38.96778054499117 12.062272126819096 1.0
D36  PF11  300 13.297447106542645 19.771647158970538 1.0
D37  PF1  600 76.28127047442305 11.376046357506372 1.0
D37  PF2  800 93.43895560878425 18.44814464073824 1.0
D37  PF3  100 23.76084755307315 19.30654389283955 1.0
D37  PF4  200 68.73274780208851 14.599529977653578 1.0
D37  PF5  600 41.17978323019113 7.412224348678194 1.0
D37  PF6  100 75.47990692241889 10.836429010148596 1.0
D37  PF7  700 25.86364819962435 13.289151277855659 1.0
D37  PF8  600 27.49525286979198 5.556208319355505 1.0
D37  PF9  500 15.82134549594282 10.571509427812025 1.0
D37  PF10  600 53.27677164282619 13.320533548770994 1.0
D37  PF11  400 78.8533208744671 10.978196974315733 1.0
D38  PF1  0 45.265488798642984 9.456745308009003 1.0
D38  PF2  0 70.48851119928361 11.948473643357179 1.0
D38  PF3  0 65.29737934579887 3.801016760352815 1.0
D38  PF4  0 26.10158251087606 16.159624186801324 1.0
D38  PF5  0 42.84883573466379 16.251268108358243 1.0
D38  PF6  0 85.06203794347275 11.969612603002385 1.0
D38  PF7  0 15.17729238789422 16.547800238925312 1.0
D38  PF8  0 37.266739787663624 17.57769039011554 1.0
D38  PF9  0 20.958550563641094 9.449620618674773 1.0
D38  PF10  0 44.90741983341672 11.445930684282828 1.0
D38  PF11  1400 41.52236243155785 14.224429505049121 1.0
D39  PF1  4900 64.82474307616741 13.274657657552668 1.0
D39  PF2  4000 46.287855034622616 15.120232910605997 1.0
D39  PF3  4400 19.300478133990516 14.57473835619602 1.0
D39  PF4  700 41.50033625303375 2.2365544911935147 1.0
D39  PF5  3800 85.63933476466303 13.629703664619042 1.0
D39  PF6  4600 43.87106947816264 17.96321180454822 1.0
D39  PF7  3800 47.392039935537866 15.390673361392087 1.0
D39  PF8  4500 13.22153966680786 14.90462840220007 1.0
D39  PF9  2000 92.57122155221606 13.597048130446904 1.0
D39  PF10  3700 70.7338303407951 19.957648758396406 1.0
D39  PF11  1900 66.71163978298202 15.16593825620382 1.0
PF1  C1  200 91.90861207394238 1.960825375513942 1.0
PF1  C2  200 61.12634380216817 19.64330219963604 1.0
PF1  C3  500 35.83235733756928 4.083146909964078 1.0
PF1  C4  200 19.210321382056172 4.259757281298143 1.0
PF1  C5  500 54.85530839810758 4.870176516499555 1.0
PF1  C6  500 26.143186299420872 7.884034960520814 1.0
PF1  C7  200 81.28178430424528 2.615567697756428 1.0
PF1  C8  400 89.84248104460745 12.917051288899701 1.0
PF1  C9  300 50.174366397653934 5.475926998500363 1.0
PF1  C10  300 43.5191552219502 12.919556108935438 1.0
PF1  C11  700 49.87355307859725 13.496994370437067 1.0
PF1  C12  200 42.68677366009438 12.516333416246209 1.0
PF1  C13  100 74.3344239310231 7.469106724907988 1.0
PF1  C14  500 81.97602467931333 14.869921410845906 1.0
PF1  C15  600 63.88187644579447 2.2799159240141726 1.0
PF1  C16  300 39.60609125156159 18.766820267517343 1.0
